id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59255,5471,30631,2015-01-09 00:00:00,79,79,right,medium,medium,81,83,71,84,87,76,84,79,84,82,34,46,68,80,56,85,67,61,74,83,75,65,85,77,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59256,5471,30631,2015-01-02 00:00:00,79,79,right,medium,medium,81,82,71,84,87,76,84,79,84,82,34,46,68,80,56,85,67,61,74,83,75,65,83,77,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59257,5471,30631,2014-10-02 00:00:00,79,79,right,medium,medium,81,82,71,84,87,76,84,79,84,82,34,46,68,80,56,85,67,61,74,83,75,65,83,77,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59258,5471,30631,2014-09-18 00:00:00,79,79,right,medium,medium,81,82,71,84,87,76,84,79,84,82,34,46,68,80,56,85,67,61,74,85,75,65,83,77,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59259,5471,30631,2014-05-16 00:00:00,80,80,right,medium,medium,81,82,71,84,87,76,86,79,85,82,48,56,68,84,56,89,67,65,76,85,76,65,84,82,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59260,5471,30631,2014-04-11 00:00:00,80,80,right,medium,medium,81,82,71,84,87,76,86,79,85,82,48,56,68,84,56,89,67,65,76,85,76,65,84,82,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59261,5471,30631,2014-02-07 00:00:00,81,81,right,medium,medium,81,82,71,84,87,77,86,79,85,83,54,64,68,85,56,89,67,67,76,86,76,66,85,82,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59262,5471,30631,2014-01-24 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,86,79,85,83,54,64,68,85,56,89,67,67,76,86,76,66,85,82,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59263,5471,30631,2014-01-10 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,86,79,85,83,54,64,68,85,56,89,67,67,76,86,76,66,85,82,86,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59264,5471,30631,2013-10-18 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,86,79,85,83,54,64,68,85,56,89,67,67,76,86,76,66,85,82,89,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59265,5471,30631,2013-09-20 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,86,79,85,83,54,64,68,85,56,89,67,69,76,86,76,66,85,82,89,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59266,5471,30631,2013-08-16 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,87,79,85,81,55,64,68,85,56,88,67,69,76,86,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59267,5471,30631,2013-05-17 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,87,79,85,81,55,64,68,85,56,88,67,69,76,86,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59268,5471,30631,2013-02-22 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,87,79,85,81,55,64,68,85,56,88,67,69,76,86,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59269,5471,30631,2013-02-15 00:00:00,81,81,right,medium,medium,81,83,71,84,87,78,87,79,85,81,55,64,73,85,56,88,67,69,76,86,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59270,5471,30631,2012-08-31 00:00:00,83,83,right,high,medium,81,85,71,84,87,78,87,86,85,81,55,64,73,85,56,90,67,69,76,88,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59271,5471,30631,2012-02-22 00:00:00,84,84,right,high,medium,81,85,71,84,87,79,87,86,85,84,62,65,81,85,56,90,67,71,78,88,76,66,85,84,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59272,5471,30631,2011-08-30 00:00:00,87,87,right,high,medium,81,85,71,84,87,79,87,86,85,85,65,69,76,89,56,92,67,78,81,90,76,66,88,89,91,52,65,65,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59273,5471,30631,2011-02-22 00:00:00,86,88,right,high,medium,82,89,74,88,87,79,87,86,92,87,72,73,76,89,83,92,67,89,81,91,76,69,88,89,89,53,63,64,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59274,5471,30631,2010-08-30 00:00:00,87,88,right,high,medium,82,90,74,90,87,79,87,86,94,88,73,74,76,89,83,92,67,90,81,92,76,69,89,89,89,53,63,64,12,14,15,10,8
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59275,5471,30631,2010-02-22 00:00:00,87,88,right,high,medium,80,90,74,88,87,79,87,86,94,87,73,75,76,87,83,92,67,92,81,93,76,84,91,89,88,53,63,64,8,22,94,22,22
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59276,5471,30631,2009-08-30 00:00:00,87,88,right,high,medium,80,90,74,88,87,79,87,86,94,87,73,75,76,87,83,92,67,92,81,95,76,84,91,89,88,53,63,64,8,22,94,22,22
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59277,5471,30631,2009-02-22 00:00:00,87,88,right,high,medium,80,90,63,88,87,79,87,86,94,87,73,72,76,87,83,92,67,92,75,95,68,80,91,89,88,53,63,64,8,22,94,22,22
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59278,5471,30631,2008-08-30 00:00:00,86,88,right,high,medium,80,90,53,88,87,79,87,86,94,87,73,72,76,87,83,92,67,87,75,95,68,80,87,89,88,53,63,64,8,22,94,22,22
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59279,5471,30631,2007-08-30 00:00:00,85,88,right,high,medium,81,90,61,88,87,76,87,89,90,85,76,74,76,89,83,91,67,86,72,95,70,83,88,89,88,59,60,64,8,22,90,22,22
3544,30631,Frank Lampard,5471,1978-06-20 00:00:00,182.88,196,59280,5471,30631,2007-02-22 00:00:00,90,92,right,high,medium,72,84,62,92,87,82,87,86,90,90,83,83,76,92,83,87,67,92,89,94,84,83,88,89,86,69,86,64,10,6,90,9,6
