id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167114,13743,30618,2015-02-27 00:00:00,82,82,right,medium,medium,86,79,73,86,80,74,84,82,87,82,58,54,59,86,60,90,71,76,82,83,85,74,82,84,85,64,73,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167115,13743,30618,2014-12-12 00:00:00,82,82,right,medium,medium,86,79,73,86,80,74,84,82,87,82,58,60,59,86,60,90,71,76,82,83,85,74,82,84,85,64,73,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167116,13743,30618,2014-10-17 00:00:00,82,82,right,medium,medium,86,79,73,86,80,74,84,82,87,82,58,60,59,86,60,90,71,76,82,83,85,74,82,84,85,64,73,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167117,13743,30618,2014-10-02 00:00:00,82,82,right,medium,medium,86,79,73,86,80,74,84,80,87,82,58,60,59,86,60,90,71,76,82,83,85,74,82,84,85,64,73,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167118,13743,30618,2014-09-18 00:00:00,82,82,right,medium,medium,86,79,73,86,80,74,84,80,87,82,62,64,59,86,60,90,71,76,82,86,85,74,82,84,85,64,73,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167119,13743,30618,2014-03-28 00:00:00,83,83,right,medium,medium,86,79,73,86,80,74,84,80,87,82,62,66,59,86,60,95,71,76,82,86,85,72,82,84,85,62,71,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167120,13743,30618,2014-02-21 00:00:00,83,83,right,medium,medium,86,79,73,86,80,74,84,80,85,83,62,66,59,86,60,95,71,78,82,86,85,72,82,84,84,62,71,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167121,13743,30618,2014-02-14 00:00:00,83,83,right,medium,high,86,79,73,86,80,74,84,80,85,83,62,66,59,86,60,95,71,78,82,86,85,72,82,84,84,62,71,68,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167122,13743,30618,2014-02-07 00:00:00,83,83,right,medium,high,86,79,73,86,80,75,84,80,85,83,62,66,59,86,60,95,71,78,82,86,85,65,82,84,84,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167123,13743,30618,2014-01-17 00:00:00,83,83,right,medium,high,86,79,73,86,80,77,84,80,85,83,62,66,59,86,60,95,71,78,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167124,13743,30618,2013-11-08 00:00:00,83,83,right,high,high,86,79,73,86,80,77,84,80,85,83,62,66,59,86,60,95,71,78,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167125,13743,30618,2013-09-20 00:00:00,83,83,right,high,high,86,79,73,86,80,77,84,80,85,83,63,69,59,86,60,95,71,79,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167126,13743,30618,2013-08-16 00:00:00,83,83,right,high,high,86,79,73,86,80,77,84,80,85,83,65,69,59,86,60,94,71,79,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167127,13743,30618,2013-04-26 00:00:00,83,83,right,high,high,86,79,73,86,80,77,84,80,85,83,65,69,59,86,60,94,71,79,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167128,13743,30618,2013-03-22 00:00:00,83,83,right,high,high,86,81,73,86,80,77,84,80,85,83,65,69,59,86,60,94,71,79,82,86,85,65,82,84,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167129,13743,30618,2013-02-15 00:00:00,83,83,right,high,high,86,81,73,86,80,77,84,80,85,83,65,69,59,86,60,94,71,79,82,86,85,65,82,86,87,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167130,13743,30618,2012-08-31 00:00:00,84,84,right,high,high,86,82,73,86,80,77,84,85,85,84,68,73,60,87,60,95,71,76,82,88,85,65,82,86,84,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167131,13743,30618,2012-02-22 00:00:00,86,86,right,high,high,87,83,73,88,80,77,85,85,87,85,72,78,60,87,60,95,76,79,82,90,85,65,85,87,84,62,69,67,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167132,13743,30618,2011-08-30 00:00:00,87,87,right,high,high,87,83,73,89,80,77,85,85,88,86,73,78,60,87,60,95,76,82,82,90,85,68,85,87,82,63,72,71,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167133,13743,30618,2011-02-22 00:00:00,86,89,right,high,high,87,83,73,90,80,75,85,85,89,90,78,81,60,86,83,95,68,86,82,90,85,68,85,86,82,67,74,74,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167134,13743,30618,2010-08-30 00:00:00,86,91,right,high,high,87,81,73,90,80,75,85,85,89,90,78,81,60,86,83,95,68,86,82,90,85,68,85,86,82,67,74,71,13,15,13,5,10
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167135,13743,30618,2010-02-22 00:00:00,88,91,right,high,high,92,84,73,93,80,76,85,89,94,90,80,83,60,88,83,95,68,93,86,95,85,85,87,86,90,64,76,71,5,23,94,23,23
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167136,13743,30618,2009-08-30 00:00:00,88,91,right,high,high,92,84,73,93,80,76,85,89,94,90,80,83,60,88,83,95,68,93,86,95,85,85,87,86,90,64,76,71,5,23,94,23,23
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167137,13743,30618,2008-08-30 00:00:00,88,90,right,high,high,94,80,76,91,80,79,85,88,95,91,80,84,60,85,83,95,68,93,83,96,82,85,87,86,90,68,84,71,5,23,95,23,23
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167138,13743,30618,2007-08-30 00:00:00,89,90,right,high,high,94,85,77,91,80,79,85,86,94,88,80,85,60,81,83,94,68,95,84,95,85,86,87,86,91,68,85,71,5,23,94,23,23
10028,30618,Steven Gerrard,13743,1980-05-30 00:00:00,182.88,183,167139,13743,30618,2007-02-22 00:00:00,88,91,right,high,high,84,85,80,90,80,80,85,91,92,86,87,89,60,81,83,94,68,92,86,94,93,86,87,86,91,68,83,71,5,8,92,6,10
